id,link,bedrooms,bathrooms,area_m2,price,date,condition,location
P1753633283_10,https://www.fincaraiz.com.co/casa-en-venta-en-el-salado-cucuta/11082167,3 Habs.,8 Baños,300 m²,$ 600.000.000,2025-07-27 11:21:23.430267,Usado,"El salado, Cúcuta, Norte de santander"
P1753633285_11,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/11045550,5 Habs.,3 Baños,230 m²,$ 550.000.000,2025-07-27 11:21:25.385316,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633287_12,https://www.fincaraiz.com.co/casa-en-venta-en-sevilla-cucuta/11082075,5 Habs.,2 Baños,130 m²,$ 220.000.000,2025-07-27 11:21:27.298399,Usado,"Sevilla, Cúcuta, Norte de santander"
P1753633289_13,https://www.fincaraiz.com.co/casa-en-venta-en-oriental-cucuta/11082148,3 Habs.,3 Baños,160 m²,$ 350.000.000,2025-07-27 11:21:29.238512,Usado,"Oriental, Cúcuta, Norte de santander"
P1753633291_14,https://www.fincaraiz.com.co/casa-en-venta-en-motilones-cucuta/11082320,7 Habs.,4 Baños,270 m²,$ 350.000.000,2025-07-27 11:21:31.194553,Usado,"Motilones, Cúcuta, Norte de santander"
P1753633294_15,https://www.fincaraiz.com.co/casa-en-venta-en-loma-de-bolivar-cucuta/11082369,2 Habs.,4 Baños,384 m²,$ 260.000.000,2025-07-27 11:21:34.106298,Usado,"Loma de bolivar, Cúcuta, Norte de santander"
P1753633296_16,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-ii-sc-i-cucuta/11029989,3 Habs.,4 Baños,330 m²,$ 900.000.000,2025-07-27 11:21:36.119254,Usado,"Torcoroma ii sc i, Cúcuta, Norte de santander"
P1753633298_17,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/11082443,3 Habs.,2 Baños,260 m²,$ 300.000.000,2025-07-27 11:21:38.369632,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753633300_18,https://www.fincaraiz.com.co/casa-en-venta-en-parq-resid-los-libertadores-b-cucuta/11082424,3 Habs.,4 Baños,270 m²,$ 485.000.000,2025-07-27 11:21:40.278639,Usado,"Parq resid los libertadores b, Cúcuta, Norte de santander"
P1753633302_19,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/11109796,3 Habs.,4 Baños,147 m²,$ 405.000.000,2025-07-27 11:21:42.519624,Usado,"Cúcuta, Norte de santander"
P1753633305_20,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/11082491,5 Habs.,2 Baños,106 m²,$ 360.000.000,2025-07-27 11:21:45.022414,Usado,"Niza, Cúcuta, Norte de santander"
P1753633326_0,https://www.fincaraiz.com.co/casa-en-venta-en-pescadero-colpet-cucuta/11082473,7 Habs.,6 Baños,222 m²,$ 360.000.000,2025-07-27 11:22:06.562001,Usado,"Pescadero colpet, Cúcuta, Norte de santander"
P1753633328_1,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/10771411,3 Habs.,5 Baños,155 m²,$ 640.000.000,2025-07-27 11:22:08.487485,Usado,"Niza, Cúcuta, Norte de santander"
P1753633330_2,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/191692277,4 Habs.,4 Baños,90 m²,$ 380.000.000,2025-07-27 11:22:10.181114,Usado,"Cúcuta, Norte de santander"
P1753633332_3,https://www.fincaraiz.com.co/casa-en-venta-en-la-riviera-cucuta/11082224,3 Habs.,3 Baños,324 m²,$ 800.000.000,2025-07-27 11:22:12.182109,Usado,"La riviera, Cúcuta, Norte de santander"
P1753633333_4,https://www.fincaraiz.com.co/casa-en-venta-en-universidad-libre-cucuta/11082321,3 Habs.,3 Baños,150 m²,$ 315.000.000,2025-07-27 11:22:13.784997,Usado,"Universidad libre, Cúcuta, Norte de santander"
P1753633335_5,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/10851481,3 Habs.,3 Baños,146 m²,$ 350.000.000,2025-07-27 11:22:15.501233,Usado,"Cúcuta, Norte de santander"
P1753633337_6,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/191516600,3 Habs.,3 Baños,130 m²,$ 480.000.000,2025-07-27 11:22:17.236678,Usado,"Niza, Cúcuta, Norte de santander"
P1753633338_7,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/11029032,3 Habs.,5 Baños,460 m²,$ 1.025.000.000,2025-07-27 11:22:18.979809,Usado,"Caobos, Cúcuta, Norte de santander"
P1753633342_8,https://www.fincaraiz.com.co/casa-en-venta-en-ricaurte/191373032,3 Habs.,2 Baños,126 m²,$ 270.000.000,2025-07-27 11:22:22.015050,Usado,"Ricaurte, Norte de santander"
P1753633343_9,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/11047492,4 Habs.,6 Baños,300 m²,$ 550.000.000,2025-07-27 11:22:23.936307,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633345_10,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-siglo-xxi-cucuta/11082354,3 Habs.,2 Baños,90 m²,$ 180.000.000,2025-07-27 11:22:25.717623,Usado,"Torcoroma siglo xxi, Cúcuta, Norte de santander"
P1753633347_11,https://www.fincaraiz.com.co/casa-en-venta-en-san-martin-ii-cucuta/11082493,3 Habs.,1 Baño,120 m²,$ 280.000.000,2025-07-27 11:22:27.504993,Usado,"San martin ii, Cúcuta, Norte de santander"
P1753633349_12,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-iii-cucuta/11082335,3 Habs.,2 Baños,100 m²,$ 250.000.000,2025-07-27 11:22:29.339594,Usado,"Torcoroma iii, Cúcuta, Norte de santander"
P1753633351_13,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/191228430,3 Habs.,2 Baños,150 m²,$ 280.000.000,2025-07-27 11:22:31.108249,Usado,"La playa, Cúcuta, Norte de santander"
P1753633352_14,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-norte-cucuta/191713974,4 Habs.,2 Baños,78 m²,$ 260.000.000,2025-07-27 11:22:32.805002,Usado,"Prados del norte, Cúcuta, Norte de santander"
P1753633354_15,https://www.fincaraiz.com.co/casa-en-venta-en-san-luis-cucuta/11082001,4 Habs.,4 Baños,220 m²,$ 380.000.000,2025-07-27 11:22:34.647056,Usado,"San luis, Cúcuta, Norte de santander"
P1753633357_16,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192158205,8 Habs.,5 Baños,301 m²,$ 580.000.000,2025-07-27 11:22:37.226935,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633359_17,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/192159579,3 Habs.,4 Baños,250 m²,$ 750.000.000,2025-07-27 11:22:39.689324,Usado,"La playa, Cúcuta, Norte de santander"
P1753633361_18,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192158469,5 Habs.,5 Baños,420 m²,$ 1.026.000.000,2025-07-27 11:22:41.523714,Usado,"Cúcuta, Norte de santander"
P1753633363_19,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192214054,4 Habs.,3 Baños,178 m²,$ 500.000.000,2025-07-27 11:22:43.525750,Usado,"Cúcuta, Norte de santander"
P1753633365_20,https://www.fincaraiz.com.co/casa-en-venta-en-aniversario-et-ii-cucuta/192158696,3 Habs.,2 Baños,90 m²,$ 270.000.000,2025-07-27 11:22:45.385054,Usado,"Aniversario et ii, Cúcuta, Norte de santander"
P1753633389_0,https://www.fincaraiz.com.co/casa-en-venta-en-bocono-cucuta/192159102,3 Habs.,2 Baños,82 m²,$ 200.000.000,2025-07-27 11:23:09.699682,Usado,"Bocono, Cúcuta, Norte de santander"
P1753633391_1,https://www.fincaraiz.com.co/casa-en-venta-en-la-riviera-cucuta/192158617,8 Habs.,6 Baños,455 m²,$ 1.300.000.000,2025-07-27 11:23:11.544380,Usado,"La riviera, Cúcuta, Norte de santander"
P1753633393_2,https://www.fincaraiz.com.co/casa-en-venta-en-aniversario-et-ii-cucuta/192158852,5 Habs.,3 Baños,180 m²,$ 270.000.000,2025-07-27 11:23:13.757873,Usado,"Aniversario et ii, Cúcuta, Norte de santander"
P1753633395_3,https://www.fincaraiz.com.co/casa-en-venta-en-gratamina-cucuta/192158917,5 Habs.,4 Baños,108 m²,$ 360.000.000,2025-07-27 11:23:15.674887,Usado,"Gratamina, Cúcuta, Norte de santander"
P1753633397_4,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/192159475,9 Habs.,9 Baños,313 m²,$ 1.200.000.000,2025-07-27 11:23:17.406676,Usado,"Popular, Cúcuta, Norte de santander"
P1753633399_5,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159001,8 Habs.,3 Baños,260 m²,$ 350.000.000,2025-07-27 11:23:19.095179,Usado,"Cúcuta, Norte de santander"
P1753633401_6,https://www.fincaraiz.com.co/casa-en-venta-en-san-eduardo-cucuta/192159249,5 Habs.,2 Baños,147 m²,$ 260.000.000,2025-07-27 11:23:21.619981,Usado,"San eduardo, Cúcuta, Norte de santander"
P1753633403_7,https://www.fincaraiz.com.co/casa-en-venta-en-san-miguel-cucuta/192159092,7 Habs.,2 Baños,200 m²,$ 220.000.000,2025-07-27 11:23:23.701809,Usado,"San miguel, Cúcuta, Norte de santander"
P1753633407_9,https://www.fincaraiz.com.co/casa-en-venta-en-el-salado-cucuta/192159650,7 Habs.,3 Baños,186 m²,$ 210.000.000,2025-07-27 11:23:27.248856,Usado,"El salado, Cúcuta, Norte de santander"
P1753633408_10,https://www.fincaraiz.com.co/casa-en-venta-en-san-luis-cucuta/192158841,5 Habs.,3 Baños,56 m²,$ 280.000.000,2025-07-27 11:23:28.930622,Usado,"San luis, Cúcuta, Norte de santander"
P1753633411_11,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192159680,5 Habs.,4 Baños,244 m²,$ 860.000.000,2025-07-27 11:23:31.400223,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753633414_12,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/7772390,3 Habs.,4 Baños,143 m²,$ 390.000.000,2025-07-27 11:23:34.031999,Usado,"La playa, Cúcuta, Norte de santander"
P1753633415_13,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159233,4 Habs.,3 Baños,76 m²,$ 800.000.000,2025-07-27 11:23:35.783288,Usado,"Cúcuta, Norte de santander"
P1753633418_14,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192158488,3 Habs.,3 Baños,176 m²,$ 430.000.000,2025-07-27 11:23:38.506906,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633420_15,https://www.fincaraiz.com.co/casa-en-venta-en-nuevo-escobal-cucuta/192159004,11 Habs.,3 Baños,116 m²,$ 300.000.000,2025-07-27 11:23:40.897419,Usado,"Nuevo escobal, Cúcuta, Norte de santander"
P1753633422_16,https://www.fincaraiz.com.co/casa-en-venta-en-zulima-cucuta/192158659,4 Habs.,3 Baños,152 m²,$ 315.000.000,2025-07-27 11:23:42.631223,Usado,"Zulima, Cúcuta, Norte de santander"
P1753633424_17,https://www.fincaraiz.com.co/casa-en-venta-en-san-miguel-cucuta/192158568,6 Habs.,2 Baños,250 m²,$ 320.000.000,2025-07-27 11:23:44.222048,Usado,"San miguel, Cúcuta, Norte de santander"
P1753633427_18,https://www.fincaraiz.com.co/casa-en-venta-en-atalaya-cucuta/192158694,4 Habs.,2 Baños,264 m²,$ 330.000.000,2025-07-27 11:23:47.082725,Usado,"Atalaya, Cúcuta, Norte de santander"
P1753633428_19,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/192346789,6 Habs.,4 Baños,119 m²,$ 350.000.000,2025-07-27 11:23:48.687343,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633431_20,https://www.fincaraiz.com.co/casa-en-venta-en-san-cayetano/192159095,2 Habs.,1 Baño,59 m²,$ 64.000.000,2025-07-27 11:23:51.043314,Usado,"San cayetano, Norte de santander"
P1753633469_0,https://www.fincaraiz.com.co/casa-en-venta-en-los-pinos-cucuta/192158366,5 Habs.,4 Baños,146 m²,$ 420.000.000,2025-07-27 11:24:29.293677,Usado,"Los pinos, Cúcuta, Norte de santander"
P1753633471_1,https://www.fincaraiz.com.co/casa-en-venta-en-san-jose-cucuta/192158516,3 Habs.,3 Baños,60 m²,$ 140.000.000,2025-07-27 11:24:31.407538,Usado,"San jose, Cúcuta, Norte de santander"
P1753633473_2,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/192159461,3 Habs.,3 Baños,183 m²,$ 1.200.000.000,2025-07-27 11:24:33.171952,Usado,"Caobos, Cúcuta, Norte de santander"
P1753633475_3,https://www.fincaraiz.com.co/casa-en-venta-en-san-rafael-cucuta/192158842,4 Habs.,4 Baños,120 m²,$ 400.000.000,2025-07-27 11:24:35.315865,Usado,"San rafael, Cúcuta, Norte de santander"
P1753633476_4,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-este-cucuta/192159125,3 Habs.,3 Baños,92 m²,$ 370.000.000,2025-07-27 11:24:36.956449,Usado,"Prados del Este, Cúcuta, Norte de santander"
P1753633478_5,https://www.fincaraiz.com.co/casa-en-venta-en-latino-cucuta/192159708,5 Habs.,6 Baños,400 m²,$ 1.800.000.000,2025-07-27 11:24:38.833318,Usado,"Latino, Cúcuta, Norte de santander"
P1753633480_6,https://www.fincaraiz.com.co/casa-en-venta-en-paramo-cucuta/192158825,16 Habs.,10 Baños,349 m²,$ 1.100.000.000,2025-07-27 11:24:40.522540,Usado,"Paramo, Cúcuta, Norte de santander"
P1753633482_7,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192261146,3 Habs.,3 Baños,86 m²,$ 270.000.000,2025-07-27 11:24:42.217716,Usado,"Cúcuta, Norte de santander"
P1753633484_8,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192158201,4 Habs.,2 Baños,116 m²,$ 390.000.000,2025-07-27 11:24:44.110440,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633486_9,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/192159343,4 Habs.,5 Baños,432 m²,$ 1.350.000.000,2025-07-27 11:24:46.337713,Usado,"Caobos, Cúcuta, Norte de santander"
P1753633488_10,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/192159146,4 Habs.,3 Baños,208 m²,$ 550.000.000,2025-07-27 11:24:48.365757,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753633490_11,https://www.fincaraiz.com.co/casa-en-venta-en-nuevo-escobal-cucuta/192158734,3 Habs.,3 Baños,105 m²,$ 220.000.000,2025-07-27 11:24:50.400564,Usado,"Nuevo escobal, Cúcuta, Norte de santander"
P1753633492_12,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192159674,3 Habs.,3 Baños,192 m²,$ 370.000.000,2025-07-27 11:24:52.328150,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633494_13,https://www.fincaraiz.com.co/casa-en-venta-en-el-contento-cucuta/192159542,3 Habs.,3 Baños,245 m²,$ 450.000.000,2025-07-27 11:24:54.055102,Usado,"El contento, Cúcuta, Norte de santander"
P1753633495_14,https://www.fincaraiz.com.co/casa-en-venta-en-aeropuerto-camilo-daza-cucuta/192159720,4 Habs.,3 Baños,325 m²,$ 400.000.000,2025-07-27 11:24:55.825455,Usado,"Aeropuerto camilo daza, Cúcuta, Norte de santander"
P1753633497_15,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/192159020,4 Habs.,4 Baños,250 m²,$ 1.000.000.000,2025-07-27 11:24:57.608521,Usado,"Caobos, Cúcuta, Norte de santander"
P1753633500_16,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192183872,4 Habs.,4 Baños,210 m²,$ 485.000.000,2025-07-27 11:25:00.006239,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633501_17,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-este-cucuta/192158188,3 Habs.,1 Baño,110 m²,$ 250.000.000,2025-07-27 11:25:01.794151,Usado,"Prados del Este, Cúcuta, Norte de santander"
P1753633503_18,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192158689,4 Habs.,4 Baños,204 m²,$ 520.000.000,2025-07-27 11:25:03.635547,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633505_19,https://www.fincaraiz.com.co/casa-en-venta-en-san-martin-ii-cucuta/192159801,6 Habs.,4 Baños,180 m²,$ 250.000.000,2025-07-27 11:25:05.961919,Usado,"San martin ii, Cúcuta, Norte de santander"
P1753633508_20,https://www.fincaraiz.com.co/casa-en-venta-en-guaymaral-cucuta/192159151,4 Habs.,4 Baños,198 m²,$ 680.000.000,2025-07-27 11:25:08.418043,Usado,"Guaymaral, Cúcuta, Norte de santander"
P1753633527_0,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192505140,8 Habs.,6 Baños,362 m²,$ 1.100.000.000,2025-07-27 11:25:27.053204,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753633529_1,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/192158775,5 Habs.,5 Baños,198 m²,$ 700.000.000,2025-07-27 11:25:29.330292,Usado,"Popular, Cúcuta, Norte de santander"
P1753633530_2,https://www.fincaraiz.com.co/casa-en-venta-en-ub-la-ceiba-cucuta/7652022,3 Habs.,2 Baños,200 m²,$ 590.000.000,2025-07-27 11:25:30.997330,Usado,"Ub la ceiba, Cúcuta, Norte de santander"
P1753633532_3,https://www.fincaraiz.com.co/casa-en-venta-en-latino-cucuta/192159759,6 Habs.,2 Baños,225 m²,$ 1.000.000.000,2025-07-27 11:25:32.880038,Usado,"Latino, Cúcuta, Norte de santander"
P1753633534_4,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192159398,5 Habs.,7 Baños,306 m²,$ 900.000.000,2025-07-27 11:25:34.899766,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753633537_5,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192158243,3 Habs.,4 Baños,120 m²,$ 800.000.000,2025-07-27 11:25:37.244076,Usado,"Cúcuta, Norte de santander"
P1753633539_6,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/192159919,5 Habs.,3 Baños,225 m²,$ 450.000.000,2025-07-27 11:25:39.733780,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633542_7,https://www.fincaraiz.com.co/casa-en-venta-en-el-rosal-cucuta/192159610,6 Habs.,4 Baños,170 m²,$ 490.000.000,2025-07-27 11:25:42.662109,Usado,"El rosal, Cúcuta, Norte de santander"
P1753633544_8,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-este-cucuta/192612685,3 Habs.,3 Baños,69 m²,$ 365.000.000,2025-07-27 11:25:44.892826,Usado,"Prados del Este, Cúcuta, Norte de santander"
P1753633547_9,https://www.fincaraiz.com.co/casa-en-venta-en-san-luis-cucuta/192158408,3 Habs.,3 Baños,102 m²,$ 400.000.000,2025-07-27 11:25:47.060248,Usado,"San luis, Cúcuta, Norte de santander"
P1753633549_10,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159512,4 Habs.,6 Baños,380 m²,$ 2.500.000.000,2025-07-27 11:25:49.673453,Usado,"Cúcuta, Norte de santander"
P1753633551_11,https://www.fincaraiz.com.co/casa-en-venta-en-atalaya-cucuta/192159477,7 Habs.,4 Baños,130 m²,$ 260.000.000,2025-07-27 11:25:51.837111,Usado,"Atalaya, Cúcuta, Norte de santander"
P1753633554_12,https://www.fincaraiz.com.co/casa-en-venta-en-universidad-libre-cucuta/192159783,4 Habs.,3 Baños,106 m²,$ 450.000.000,2025-07-27 11:25:54.752047,Usado,"Universidad libre, Cúcuta, Norte de santander"
P1753633557_13,https://www.fincaraiz.com.co/casa-en-venta-en-el-contento-cucuta/192158105,1 Habs.,2 Baños,134 m²,$ 160.000.000,2025-07-27 11:25:57.032245,Usado,"El contento, Cúcuta, Norte de santander"
P1753633559_14,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/192159396,4 Habs.,4 Baños,182 m²,$ 470.000.000,2025-07-27 11:25:59.031869,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633561_15,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/192158964,3 Habs.,4 Baños,166 m²,$ 450.000.000,2025-07-27 11:26:01.197621,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633564_16,https://www.fincaraiz.com.co/casa-en-venta-en-atalaya-cucuta/192158236,5 Habs.,3 Baños,210 m²,$ 250.000.000,2025-07-27 11:26:04.095103,Usado,"Atalaya, Cúcuta, Norte de santander"
P1753633565_17,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159763,5 Habs.,8 Baños,490 m²,$ 1.800.000.000,2025-07-27 11:26:05.966269,Usado,"Cúcuta, Norte de santander"
P1753633568_18,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/192159737,3 Habs.,2 Baños,131 m²,$ 650.000.000,2025-07-27 11:26:08.126993,Usado,"La playa, Cúcuta, Norte de santander"
P1753633569_19,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/192158310,4 Habs.,4 Baños,156 m²,$ 470.000.000,2025-07-27 11:26:09.934718,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753633571_20,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/192159530,8 Habs.,6 Baños,425 m²,$ 2.800.000.000,2025-07-27 11:26:11.980072,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753633588_0,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/192159530,8 Habs.,6 Baños,425 m²,$ 2.800.000.000,2025-07-27 11:26:28.201981,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753633589_1,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/192158934,4 Habs.,4 Baños,143 m²,$ 390.000.000,2025-07-27 11:26:29.958929,Usado,"La playa, Cúcuta, Norte de santander"
P1753633592_2,https://www.fincaraiz.com.co/casa-en-venta-en-tasajero-cucuta/192158622,5 Habs.,4 Baños,99 m²,$ 350.000.000,2025-07-27 11:26:32.259458,Usado,"Tasajero, Cúcuta, Norte de santander"
P1753633594_3,https://www.fincaraiz.com.co/casa-en-venta-en-santa-ana-villa-del-rosario/192158203,6 Habs.,4 Baños,90 m²,$ 300.000.000,2025-07-27 11:26:34.731772,Usado,"Santa ana, Villa del rosario, Norte de santander"
P1753633596_4,https://www.fincaraiz.com.co/casa-en-venta-en-atalaya-cucuta/192534873,2 Habs.,1 Baño,480 m²,$ 250.000.000,2025-07-27 11:26:36.439518,Usado,"Atalaya, Cúcuta, Norte de santander"
P1753633598_5,https://www.fincaraiz.com.co/casa-en-venta-en-la-riviera-cucuta/192159599,4 Habs.,5 Baños,154 m²,$ 400.000.000,2025-07-27 11:26:38.549459,Usado,"La riviera, Cúcuta, Norte de santander"
P1753633600_6,https://www.fincaraiz.com.co/casa-en-venta-en-la-sabana-cucuta/192158930,3 Habs.,2 Baños,105 m²,$ 300.000.000,2025-07-27 11:26:40.718590,Usado,"La sabana, Cúcuta, Norte de santander"
P1753633602_7,https://www.fincaraiz.com.co/casa-en-venta-en-libertadores-cucuta/192159201,4 Habs.,4 Baños,146 m²,$ 420.000.000,2025-07-27 11:26:42.652432,Usado,"Libertadores, Cúcuta, Norte de santander"
P1753633604_8,https://www.fincaraiz.com.co/casa-en-venta-en-latino-cucuta/192159887,4 Habs.,4 Baños,372 m²,$ 750.000.000,2025-07-27 11:26:44.918387,Usado,"Latino, Cúcuta, Norte de santander"
P1753633607_9,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159895,3 Habs.,4 Baños,188 m²,$ 700.000.000,2025-07-27 11:26:47.055688,Usado,"Cúcuta, Norte de santander"
P1753633608_10,https://www.fincaraiz.com.co/casa-en-venta-en-sevilla-cucuta/192159766,3 Habs.,2 Baños,131 m²,$ 370.000.000,2025-07-27 11:26:48.803313,Usado,"Sevilla, Cúcuta, Norte de santander"
P1753633610_11,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159315,3 Habs.,3 Baños,248 m²,$ 1.100.000.000,2025-07-27 11:26:50.647097,Usado,"Cúcuta, Norte de santander"
P1753633612_12,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159721,4 Habs.,5 Baños,188 m²,$ 450.000.000,2025-07-27 11:26:52.634695,Usado,"Cúcuta, Norte de santander"
P1753633615_13,https://www.fincaraiz.com.co/casa-en-venta-en-rosal-del-norte-cucuta/192159841,3 Habs.,2 Baños,99 m²,$ 200.000.000,2025-07-27 11:26:55.274534,Usado,"Rosal del norte, Cúcuta, Norte de santander"
P1753633617_14,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/192158352,5 Habs.,3 Baños,239 m²,$ 520.000.000,2025-07-27 11:26:57.173697,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753633619_15,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/192158971,5 Habs.,5 Baños,239 m²,$ 500.000.000,2025-07-27 11:26:59.627529,Usado,"Popular, Cúcuta, Norte de santander"
P1753633622_16,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/192158597,4 Habs.,3 Baños,120 m²,$ 320.000.000,2025-07-27 11:27:02.292615,Usado,"Niza, Cúcuta, Norte de santander"
P1753633624_17,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/192159235,6 Habs.,5 Baños,191 m²,$ 550.000.000,2025-07-27 11:27:04.177788,Usado,"Popular, Cúcuta, Norte de santander"
P1753633626_18,https://www.fincaraiz.com.co/casa-en-venta-en-cr-parque-central-cucuta/191320265,3 Habs.,4 Baños,200 m²,$ 450.000.000,2025-07-27 11:27:06.792476,Usado,"Cr parque central, Cúcuta, Norte de santander"
P1753633628_19,https://www.fincaraiz.com.co/casa-en-venta-en-buena-esperanza-cucuta/192159901,3 Habs.,5 Baños,220 m²,$ 1.200.000.000,2025-07-27 11:27:08.747752,Usado,"Buena esperanza, Cúcuta, Norte de santander"
P1753633630_20,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/192159484,9 Habs.,7 Baños,313 m²,$ 600.000.000,2025-07-27 11:27:10.639939,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753641802_0,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-norte-cucuta/192612705,3 Habs.,3 Baños,92 m²,$ 220.000.000,2025-07-27 13:43:22.480634,Usado,"Prados del norte, Cúcuta, Norte de santander"
P1753641804_1,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192158731,5 Habs.,2 Baños,313 m²,$ 400.000.000,2025-07-27 13:43:24.804191,Usado,"Cúcuta, Norte de santander"
P1753641806_2,https://www.fincaraiz.com.co/casa-en-venta-en-colsag-cucuta/192273861,6 Habs.,7 Baños,510 m²,$ 900.000.000,2025-07-27 13:43:26.892879,Usado,"Colsag, Cúcuta, Norte de santander"
P1753641810_3,https://www.fincaraiz.com.co/casa-en-venta-en-ub-san-martin-cucuta/192574391,14 Habs.,6 Baños,320 m²,$ 250.000.000,2025-07-27 13:43:30.252804,Usado,"Ub san martin, Cúcuta, Norte de santander"
